;content;design
3640;nu recomand iuni, slab, foarte slab, material ieftin si prost, apoi unde e mufa pt incarcare zici ca sta sa cada capacul de acolo.  arata binisor, insa plasticul asta e tare deranjant, e adevarat, pretul e ieftin, dar cu toate astea mi-am luat smartwatch aproximativ la acelasi pret si era mult mai bun.  meniul e foarte fain pt el, are whatsapp, facebook, asa e ok (pe interior) dar pe exterior cureaua o inchizi greu, nu e asa flexibila.;1
3641;"salut. am achizitionat in decembrie 2018, un carbon air la aproximativ 750 lei. dupa 2-3 zile de folosire l-am trimis inapoi. motivul: bateria ""a reusit"" performanta de a ma tine 3 ore. mentionez ca aveam cartela sim in ceas si de asemenea ca locuiesc in timisoara, nu in sat, ca sa ""aiba"" alibi-ul de semnal slab.  am convenit cu cei de la poseidon sa accept varianta zen 4g si mi l-au inlocuit (in aceiasi bani, + pt poseidon aici).  suntem in februarie 2019, folosesc ceasul zilnic(fara cartela sim in el) si cu toate astea, de foarte multe ori, bateria a cedat mai repede de 16 ore. acest punctaj este datorat bateriei in proportie de 80%, nu doresc sa vb de aplicatii pentru ca acest review poate deveni poveste.   o zi buna!";0
3642;citind celelalte review-uri ma asteptam la un produs bun, dar am ramas dezamagit.  calitatea sunetului ii cat de cat acceptabila, insa basul este zero.  din punctul meu de vedere nu isi merita banii nici macar cu pretul redus cu 50%.;0
3643;calitate slaba, nu stau bine in ureche, sunetul e alterat, calitatea sunetului e afectata, muzica se aude usor infundat...;0
3644;butoanele parca de la o jucarie de copii, sunetul cu certitudine foarte alb, daca este dat la maxim se aude oribil. cu certitudine o chinezarie care nu merita banii.;0
3645;am un iphone cu mophie case (cu acumulator incorporat) si incarc de obicei dispozitivul prin micro-usb. doar ca, acest anker powerport imi induce un comportament bizar la telefon, mai precis ecranul raspunde aleatoriu la touch (scroll-ul sare sus-jos, abia merge... in timpul jocului pierde semnalul de touch, ca si cum as fi ridicat degetul de pe ecran, sau sare in alta parte, ca si cum as fi apsat in alt colt al ecranului).    pe scurt, in timp ce incarc telefonul, nu prea mai pot folosi telefonul, ceea ce e un mare minus, cu toate ca incarca bine si rapid.;0
3646;dintr-o folie de protectie pentru telefon ordinara cumparata cu 10 lei de la orice gsm shop se pot decupa cu foarfeca 2-3 protectii pentru ceas mult mai calitative, mai ultra hd si mai ultra clear, cu adeziv mai bun si fixare trainica decat aceste ciolofane de 20 lei + 15 lei transport    contra: transparenta mai proasta decat cea mai ieftina folie, aplicare umeda care necesita 12-24h pt uscare, adeziv nu prea stralucit, nu au aspect neted  pro: sunt rotunde...;1
3647;"la ecran de 6 inch nu prea mai reuseste sa focalizeze. cu reglajele la maxim e pe aproape... dar tot ce obtii e o durere groaznica de cap. testat cu un lenovo vibe z2 pro de 6"".";0
3648;cablul usb a fost defect, am folosit unul vechi iar in instructiuni scrie mare cu rosu ca incarca doar pana la 80%, lucru ce nu apare in descriere.  pretul e cinstit, face de cat costa.;0
3649;discul magnetic este dezamagitor. ma tinut doar o saptamana jumatate.;0
3650;aspect placut, calitate slaba nu are incarcare rapida telefonul se incarca destul de greu iar cablul este prea scurt si ineficient;2
3651;inca am boxa functioneaza dar nu merge volumul nu dati banii pe prostii;0
3652;durata maxima de functionare cu internet max 8h, incarcare putin mai lenta, recomand original.;0
3653;am luat ceasul in principal pentru a fi anuntat de apeluri telefonice si sms la o oarecare distanta de telefon. din pacate nu functioneaza decat partea de sms. functie inutila, zic eu, este aceea de vibratie cand inchei un apel telefonic sau cand trimit sms (poate a fost gandita pentru cazuri de furt?). pentru afisaj ai nevoie de lumina ambientala ca sa poti vedea ceva. design frumos, incarcare rapida. un mare minus pentru evolio este acela ca meniul si indicatiile ceasului sunt in engleza. este o firma romaneasca ce produce si pentru romani. mai mult respect!;2
3654;"mi-am cumparat aceasta bratara in speranta de a face un ""upgrade"", eu avand o bratara xiomi mi band ""1"", dar am ramas dezamagit. a 2-a zi am si returnat-o. in primul rand este inconfortbaila daca o porti cum este indicat in manual ptr masuratori corecte., adica la 2-3 cm deasupra osului de unde incepe incheietura mainii. in al doilea rand, mi-a picat conexiunea bluetooth si dupa aceea nu s-a mai reconectat deloc. cand zic deloc, ma refer nici manual, cu reset la bratara, la telefon, la tot. bateria, dupa circa 24 de ore a ajuns la 70-75 la suta, probabil tine 4 5 zile. daca mananci cu mana stanga, la fiecare miscare a mainii bratara afiseaza display ul, probabil un factor ptr care bateria scade asa repede. masuratorile par corecte, in ceea ce priveste pulsul, somnul. in privinta numarului de pasi am dubii. per total, nu recomand.";1
3655;pro: boxa arata bine se aude bine, bateria tine mai bine de 8 h  contra: lipsa butoane volum, nu incarca in timp ce asculti muzica la ea, lipsa indicator baterie;1
3656;nu se ridica la nivelul asteptarilor mele. trimis fara carte tehnica. raport calitate pret foarte slaba. bateria nu se incarca intr-o ora si autonomia este de 1 zi. nu recomand;0
3657;pare cel mai bun este mic, auriu, ieftin si e asus dar dupa cateva utilizari se duce.. acum se incarca in vreo 3 ore si imi incarca foarte putin telefonul.;2
3658;la volum mare boxa gajaie, dar e cat de cat decenta. nu as recomanda dar la pretul asta n-ai ce sa ceri...;0
3659;nu functioneaza, this device is not supported by apple, merge 1-2 min dupa care apare pop`up si nu mai merge sunetul, doar incarca... am vrut sa zic 20 de lei dai 20 face... dar nici macar 20 nu face... plus transport...;0
3660;"am achizitionat de pe alt site aceste casti, personal pentru 300+ lei e prea mult pentru ce ofera.   intr-adevar ambalajul, husa in care poti pune castile sunt de o calitate foarte buna, insa pana aici e drumul ""pro"". sunt potrivite doar in metrou si... atat. nu le-as recomanda deloc pentru gaming, muzica de calitate, studio etc.    pro:  - husa  - bass  - asuprire zgomot de fundal    contra:  - grele  - calitatea sunetului e sub niste casti de 99lei   - foarte stramte   - inconfortabile";1
3661;nu-si face treaba;0
3662;am comandat 3 buc unul dupa o incarcare niki nu mai merge calitatea in functie de pret cablul este destul de tare nu e fliabil;0
3663;salut.  aceasta boxa nu nu scoate nici pe departe 400w cum este in descriere, cei care o lauda asa cred ca sunt cei care o vind. calitatea sunetului este ok nu are nici un fel de distorsiune, am facut comanda pe emag 150 ron si 30 ron curierul, culoare neagra si a venit culoare alba la doua saptamini, mai mult de 100 ron nu merita. sunt dezamagit.;0
3664;"cu toate astea mi-a luat o ora sa-mi dau seama ca vreau sa o returnez. dupa ce am instalat toate aplicatiile a mai ramas disponibil pe cardul intern cam 2 gb. si problema cu kit kit-ul e ca nu poti sa folosesti cardul extern ca si card intern.   pro: bateria tine aprox 3 zile; se misca acceptabil.  contra: rezolutie destul de slaba (dar stii asta cand o cumperi:-) ); memorie interna doar 8 gb ce sunt insuficienti; sistemul de operare nu se poate actualiza (ramai cu kit kat). cei de la emag ar trebui sa modifice descrierea produsului la os din android in android kit kat;   si cu toate astea merita 700 de ron. la intervalul asta de pret nu poti gasi ceva mai bun la 10 toli";0
3665;l-am folosit de cateva ori pe un asus zenfone laser.  la inceput a incarcat destul de ok, dar dupa cateva saptamani si-a pierdut din putere chiar si incarcat full.    l-am primit impreuna cu telefonul, dar nu as fi dat bani pe el.;0
3666;o tableta mediocra.   imi pare rau ca am achizitionat-o.   se blocheaza zilnic de cateva ori, desi nu am cine-stie-ce instalat pe ea, cateva jocuri destul de mici, fb, un e-reader, un program antivirus.   camera este foarte proasta, calitatea pozelor si a clipurilor este execrabila, chiar si cu lumina suficienta. blitz-ul e inutil.   nu recomand acest produs. l-am luat la 429 ron, acum e mai ieftin, dar tot nu cred ca merita.;0
3667;castile au un material subtire, de calitate ieftina care se incalceste foarte usor. sunetul are o calitate proasta, se aude de parca ar veni dintr-un pahar. nu recomand achizitionarea, nu merita pretul.;1
3668;mi-a incarcat galaxy s5 doar de 2 ori si asta de pe la 20-30%.... si a incarcat si foarte greu (in jur de 4 ore per incarcare de la 20-30%). imi facusem sperante mari citind reviewurile de aici insa sincer sunt dezamagita.... nu am observat acei 10. 000 mah si nici ca viteza nu pot sa zic ca m-a dat pe spate. imi pun intrebari daca ce am primit eu o avea vre-un defect pe undeva... daca persista descarcarile asa rapide probabil am sa il duc in service, daca vroiam 2 incarcari si alea asa greoaie imi luam unul mult mai mic mai usor si mai ieftin, nu de 10. 000. in opinia mea, cel putin momentan spun ca nu merita achizitionat.;0
3669;sincer, slab. l-am cumparat ca am nevoie de el la drum. uitandu-ma peste celelalte pareri am zis sa il cumpar ca este bun. insa, m-am inselat, l-am pus pe bordul masinii iar la caldura mi s-a deszlipit din pacate. cu parere de rau pret-calitate foarte prost.;0
3670;am descoperit 4 probleme la aceasta boxa  1. dupa ce am efectuat prima incarcare, am pornit boxa, cu toate cele 4 leduri aprinse, volumul la putin sub jumatate...in 15 secunde, deja, ultimul bec s a stins... bateria terminandu-se total in 4 ore, la acelas volum, sub jumatate...  2. nu poti reda melodiile aleatoriu, (pe sarite)de pe stick  3. nu poti selecta redarea pe foldere de pe stick  4. microfonul face zgomot de fundal daca are chiar si la jumatate volumul.(distanta de boxa fiind de aproximativ 6 metri)   in rest se aude frumos si destul de tare... chiar si radio... prinde cateva posturi  am dat-o retur si astept sa imi ajunga un denver tsp 303;0
3671;"l-am lasat la incarcat folosind un incarcator de 1a in loc de 2a. a incarcat pana la 99% in 4 ore si apoi a stat asa 2 ore. cu greu a facut 100%. cand l-am ridicat de jos, vopseaua de pe carcasa s-a incretit si a inceput sa se decojeasca. ca la masina cand ai vopsit peste cu spray-ul peste vopseaua originala. nu s-a incalzit deloc si l-am verificat de multe ori si oricum nu avea voie sa se increteasca. a si sa nu uit. cablul de ""date"" este doar de incarcare. nu se poate folosi pentru transfer date, daca vrei sa il utilizezi la alte aparate.   am pus la incarcat un telefon care avea 33% si da incarca destul de ok, dar scade repede curentul acumulat.  nu recomand. calitatea materialelor este slaba";1
3672;"viteze comparate cu un card verbatim de 4 gb, clasa 4, pe care il am de aproximativ 5 ani  938 de fisiere - 3, 01gb pe acelasi port usb    5'55"" - verbatim de 4 gb, clasa 4  6'32"" - kingston de 16 gb, clasa 10    in concluzie este mai slab cu aproximativ 10% fata de cardul vechi    pro: garantie pe viata, pret, adaptor  contra: clasa 10 e doar o eticheta frumoasa";0
3673;nu incarca intotdeauna, prima data am crezut ca e problema cu incarcatorul, dar nu, e cablu care refuza sa incarce. tb scos din incarcator si introdus din nou dupa care incarca.;0
3674;dupa o saptamana, la revedere incarcat;0
3675;dupa o luna nu mai functioneaza nu recomand;0
3676;pro: bass-ul bun, cauciucul dopurilor confortabil, am apreciat ca au inclus mai multe dopuri pe diferite marimi, cablu plat   contra: au rezistat 1 luna (exact la fel a patit si un prieten deci nu stiu daca chiar merita cumparate);2
3677;acest ceas pe care am dat 1000 de lei nu imi trimite notificarile aplicatiilor instalate pe telefon si bifate in setarile aplicatiei... deasemenea de deconecteaza des desi ceasul este la mana si telefonul in buzunar, apoi de deconecteaza cand ma departez mai mult de 5 metrii. poseda un telefon xiaomi redmi note 3 care are bluetooth-ul foarte bun, am conectat la el sistemul audio al masinii, boxe pe bluetooth, singurul dispozitiv cu care face probleme este ceasul. nu functioneaza decat foarte rar aprinderea ecranului la scuturarea mainii. daca nu cumva de remediaza in termenul de 30 de zile de la cumparare, adica inainte de 16 februarie il voi returna si voi cere banii inapoi pt acest dispozitiv romanesc de care eram foarte mandru... pana la achizitie...;0
3678;bluetooth este foarte prost, dar se aude frumos.;0
3679;o chinezarie de proasta calitate, sunetul foarte prost. nu merita banii.;0
3680;pro:   - design placut    contra:   - probleme cu sincronizarea datelor pe android  - alarma nu functioneaza mereu;2
3681;"atunci cand spui jbl asteptarile cresc.   doar ca lucrurile stau diferit din anumite puncte de vedere.   pro:  - ambalajul interesant  - simplitatea  - bateria   - nu pare sa distorsioneze la volum ridicat  contra:  - sunet lipsit de medii si inalte  - sunet ""infundat""  - aplicatia mobila se conecteaza greu    boxa probabil este potrivita pentru ""galagie"" si petreceri in aer liber. altfel nu merita nici jumatate din valoarea ei.";2
3682;calitativ le-as plasa aproape de medie in ceea ce priveste sunetul asteptat de la castile moderne.  fiind printre putinele casti tip-c ce chiar pot fi folosite insa, sunt normal mult supraevaluate la pret. casti cu input de 3.5 de acceeasi calitate ar costa in jur de 70-100 de lei.  de departe ce m-a dezamagit cel mai mult a fost modul cdla.  orice melodie, in orice format ai avea, experienta este aceeasi.  sunetul este imprastiat atat de mult incat, parca asculti o boxa stricata dintr-o baie in timp ce esti in alta camera. de asemenea trebuie notat ca este extrem de sensibil cablul. apasat doar putin si se pierde conexiunea. daca tii telefonul in buzunar ca mojoritatea oamenilor, asta se poate intampla la fiecare treapta.  sa adaug si cateva plusuri notabile: ambalajul slick, timpul scurt de livrare, cablul plat de un design foarte bun.;2
